Acer_rubrum 228105 3938898 9606
Acer_rubrum 228435 3938958 9606
Acer_rubrum 228466 3935268 9606
Acer_rubrum 228535 3938968 9606
Acer_rubrum 228671 3938902 9606
Acer_rubrum 228688 3938914 9606
Acer_rubrum 228740 3938484 9606
Acer_rubrum 228776 3938343 9606
Acer_rubrum 228826 3938688 9606
Acer_rubrum 228835 3938698 9606
Acer_rubrum 228901 3936932 9606
Acer_rubrum 228907 3937474 9606
Acer_rubrum 229010 3936840 9606
Acer_rubrum 229028 3936705 9606
Acer_rubrum 229058 3938836 9606
Acer_rubrum 229155 3938745 9606
Acer_rubrum 229262 3936028 9606
Acer_rubrum 229268 3935563 9606
Acer_rubrum 229278 3938605 9606
Acer_rubrum 229295 3938568 9606
Acer_rubrum 229299 3935543 9606
Acer_rubrum 229330 3938567 9606
Acer_rubrum 229384 3935468 9606
Acer_rubrum 229399 3934883 9606
Acer_rubrum 229402 3934880 9606
Acer_rubrum 229438 3938792 9606
Acer_rubrum 229444 3934904 9606
Acer_rubrum 229467 3938403 9606
Acer_rubrum 229486 3936060 9606
Acer_rubrum 229503 3934887 9606
Acer_rubrum 229510 3938789 9606
Acer_rubrum 229515 3934907 9606
Acer_rubrum 229563 3938732 9606
Acer_rubrum 229565 3934879 9606
Acer_rubrum 229590 3934888 9606
Acer_rubrum 229695 3934995 9606
Acer_rubrum 229713 3940164 9606
Acer_rubrum 229779 3935106 9606
Acer_rubrum 229791 3934875 9606
Acer_rubrum 229795 3938903 9606
Acer_rubrum 229797 3935129 9606
Acer_rubrum 229921 3937089 9606
Acer_rubrum 229953 3933612 9606
Acer_rubrum 229970 3935103 9606
Acer_rubrum 229974 3934729 9606
Acer_rubrum 230062 3934530 9606
Acer_rubrum 230078 3934268 9606
Acer_rubrum 230109 3934296 9606
Acer_rubrum 230116 3934033 9606
Acer_rubrum 230182 3935811 9606
Acer_rubrum 230192 3938835 9606
Acer_rubrum 230199 3934736 9606
Acer_rubrum 230264 3934567 9606
Acer_rubrum 230291 3939421 9606
Acer_rubrum 230307 3939034 9606
Acer_rubrum 230313 3933778 9606
Acer_rubrum 230362 3939051 9606
Acer_rubrum 230366 3939180 9606
Acer_rubrum 230402 3934339 9606
Acer_rubrum 230405 3937824 9606
Acer_rubrum 230405 3938984 9606
Acer_rubrum 230406 3938891 9606
Acer_rubrum 230429 3938791 9606
Acer_rubrum 230436 3938839 9606
Acer_rubrum 230452 3934530 9606
Acer_rubrum 230455 3937767 9606
Acer_rubrum 230473 3938827 9606
Acer_rubrum 230506 3937866 9606
Acer_rubrum 230519 3939436 9606
Acer_rubrum 230525 3938746 9606
Acer_rubrum 230588 3938934 9606
Acer_rubrum 230607 3934434 9606
Acer_rubrum 230670 3935173 9606
Acer_rubrum 230703 3939382 9606
Acer_rubrum 230716 3945410 9606
Acer_rubrum 230763 3933981 9606
Acer_rubrum 230786 3933956 9606
Acer_rubrum 230795 3933951 9606
Acer_rubrum 230832 3934630 9606
Acer_rubrum 230876 3939208 9606
Acer_rubrum 230883 3945266 9606
Acer_rubrum 230968 3934696 9606
Acer_rubrum 230982 3934072 9606
Acer_rubrum 231029 3938997 9606
Acer_rubrum 231141 3934776 9606
Acer_rubrum 231274 3933823 9606
Acer_rubrum 231308 3933840 9606
Acer_rubrum 231597 3933597 9606
Acer_rubrum 231962 3933235 9606
Acer_rubrum 231972 3933272 9606
Acer_rubrum 232621 3933175 9606
Acer_rubrum 232664 3932680 9606
Acer_rubrum 232694 3932608 9606
Acer_rubrum 232755 3933168 9606
Acer_rubrum 232997 3933536 9606
Acer_rubrum 233145 3933578 9606
Acer_rubrum 233155 3933628 9606
Acer_rubrum 233385 3936168 9606
Acer_rubrum 233415 3936238 9606
Acer_rubrum 233653 3936187 9606
Acer_rubrum 234049 3940888 9606
Acer_rubrum 234135 3940968 9606
Acer_rubrum 234220 3932696 9606
Acer_rubrum 234227 3931049 9606
Acer_rubrum 234259 3931071 9606
Acer_rubrum 234325 3939788 9606
Acer_rubrum 234335 3944268 9606
Acer_rubrum 234360 3943967 9606
Acer_rubrum 234365 3941058 9606
Acer_rubrum 234365 3944158 9606
Acer_rubrum 234366 3944188 9606
Acer_rubrum 234370 3936005 9606
Acer_rubrum 234375 3941008 9606
Acer_rubrum 234459 3943935 9606
Acer_rubrum 234474 3930637 9606
Acer_rubrum 234505 3930660 9606
Acer_rubrum 234515 3941158 9606
Acer_rubrum 234515 3941208 9606
Acer_rubrum 234542 3948223 9606
Acer_rubrum 234545 3941108 9606
Acer_rubrum 234560 3944957 9606
Acer_rubrum 234595 3930436 9606
Acer_rubrum 234615 3940364 9606
Acer_rubrum 234627 3939512 9606
Acer_rubrum 234631 3930456 9606
Acer_rubrum 234635 3939628 9606
Acer_rubrum 234665 3934450 9606
Acer_rubrum 234666 3944884 9606
Acer_rubrum 234667 3944076 9606
Acer_rubrum 234677 3934772 9606
Acer_rubrum 234679 3933565 9606
Acer_rubrum 234695 3933857 9606
Acer_rubrum 234712 3934398 9606
Acer_rubrum 234735 3941258 9606
Acer_rubrum 234778 3940529 9606
Acer_rubrum 234787 3940241 9606
Acer_rubrum 234796 3945458 9606
Acer_rubrum 234803 3930086 9606
Acer_rubrum 234805 3940738 9606
Acer_rubrum 234809 3941179 9606
Acer_rubrum 234814 3944216 9606
Acer_rubrum 234828 3945143 9606
Acer_rubrum 234829 3930115 9606
Acer_rubrum 234837 3945369 9606
Acer_rubrum 234857 3940028 9606
Acer_rubrum 234862 3941089 9606
Acer_rubrum 234869 3941318 9606
Acer_rubrum 234872 3935256 9606
Acer_rubrum 234872 3939797 9606
Acer_rubrum 234875 3945468 9606
Acer_rubrum 234880 3941697 9606
Acer_rubrum 234885 3939772 9606
Acer_rubrum 234903 3940902 9606
Acer_rubrum 234919 3941498 9606
Acer_rubrum 234946 3940496 9606
Acer_rubrum 235015 3936208 9606
Acer_rubrum 235032 3940477 9606
Acer_rubrum 235040 3943825 9606
Acer_rubrum 235041 3944298 9606
Acer_rubrum 235055 3945524 9606
Acer_rubrum 235057 3941843 9606
Acer_rubrum 235071 3943664 9606
Acer_rubrum 235112 3929651 9606
Acer_rubrum 235115 3943996 9606
